OCCORRENZE,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR,CITTA_PARTENZA,PAESE_PART,ZONA,TOT,MOTIVO_ALLARME,note_operatore,flag_rischio
allarmi generati,fco,beg,2024-01-14 06:10:00,roma,belgrado,serbia,5,1,sdi,,
allarmi generati,nap,ist,2024-02-10 08:00:00,napoli,istanbul,turchia,6,15,tsc,,
voli solo visualizzati,trn,bhx,2024-01-07 07:10:00,torino,birmingham,regno unito,1,1,manuale,,
voli con allarmi,fco,ist,2024-01-03 18:00:00,roma,istanbul,turchia,5,1,tsc,,
allarmi chiusi,psa,stn,2024-02-10 18:25:00,pisa,londra,regno unito,8,3,tsc,,
voli con allarmi,cia,edi,2024-01-26 06:15:00,roma,edinburgh,regno unito,5,1,,,
allarmi non chiusi,fco,lgw,2024-01-02 16:50:00,roma,londra,regno unito,5,1,,,
voli con allarmi,psa,tia,2024-01-07 06:50:00,pisa,tirana,albania,8,1,interpol,,
esito negativo,bri,tia,2024-01-09 16:50:00,bari,tirana,albania,9,21,,,
esito negativo,lin,lgw,2024-02-17 10:35:00,milano,londra,regno unito,2,1,,,
viaggiatori entrati,fco,ssh,2024-02-04 15:45:00,roma,sharm el sheikh,egitto,5,174,manuale,,
viaggiatori entrati,pmf,rmo,2024-02-24 10:00:00,parma,chisinau,moldavia,8,137,manuale,,
voli solo visualizzati,trn,tia,2024-01-12 06:55:00,torino,tirana,albania,1,1,,,
voli disponibili,nap,hrg,2024-02-27 12:05:00,napoli,hurghada,egitto,6,1,tsc,,
viaggiatori investigati,psa,tia,2024-01-29 16:45:00,pisa,tirana,albania,8,201,,,
voli disponibili,fco,hrg,2024-02-08 22:05:00,roma,hurghada,egitto,5,1,nsis,,
voli con allarmi,mxp,tun,2024-01-08 07:45:00,milano,tunis,tunisia,2,1,,verifica richiesta,
viaggiatori investigati,bri,tia,2024-01-13 11:35:00,bari,tirana,albania,9,171,sdi,,
voli solo visualizzati,mxp,jed,2024-02-08 19:40:00,milano,jeddah,arabia saudita,2,1,tsc,,
voli disponibili,bgy,cai,2024-02-12 15:40:00,bergamo,cairo,egitto,2,1,tsc,,
viaggiatori entrati,fco,ewr,2024-01-08 17:40:00,roma,new york,stati uniti,5,279,,,
voli disponibili,mxp,doh,2024-02-19 00:00:00,milano,doha,qatar,2,1,,,
viaggiatori con allarmi,mxp,gru,2024-02-25 18:00:00,milano,san paolo,brasile,2,8,,,
viaggiatori investigati,trn,lhr,2024-02-25 09:30:00,torino,londra,regno unito,1,89,nsis,,
voli con allarmi,lin,lhr,2024-02-03 11:50:00,milano,londra,regno unito,2,1,,,
voli con allarmi,bds,tia,2024-01-08 21:00:00,brindisi,tirana,albania,9,1,,,
voli investigati,vce,ist,2024-01-07 08:10:00,venezia,istanbul,turchia,4,1,manuale,,
voli solo visualizzati,trn,lgw,2024-01-01 00:00:00,torino,londra,regno unito,1,1,,,
allarmi generati,fco,cai,2024-01-25 10:00:00,roma,cairo,egitto,5,13,sdi,,
voli solo visualizzati,fco,jfk,2024-01-21 17:50:00,roma,new york,stati uniti,5,1,manuale,,
viaggiatori entrati,mxp,jfk,2024-01-01 00:00:00,milano,new york,stati uniti,2,,manuale,,
voli solo visualizzati,blq,dxb,2024-01-19 08:55:00,bologna,dubai,emirati arabi uniti,8,1,nsis,,
viaggiatori investigati,bgy,ncl,2024-01-23 18:05:00,bergamo,newcastle,regno unito,2,123,sdi,,
voli disponibili,lin,beg,2024-02-03 00:00:00,milano,belgrado,serbia,2,1,,,
voli investigati,mxp,man,2024-02-21 10:05:00,milano,manchester,regno unito,2,1,tsc,,
allarmi chiusi,fco,alg,2024-02-01 00:00:00,roma,algeri,algeria,5,8,interpol,,
viaggiatori entrati,mxp,spx,2024-02-28 19:50:00,milano,giza,egitto,2,147,,,
voli solo visualizzati,fco,ist,2024-02-19 17:55:00,roma,istanbul,turchia,5,1,nsis,,
viaggiatori entrati,fco,ssh,2024-01-14 22:05:00,roma,sharm el sheikh,egitto,5,199,sdi,,
allarmi generati,cta,lgw,2024-02-27 07:30:00,catania,londra,regno unito,7,1,,,
viaggiatori entrati,tsf,tia,2024-01-05 00:00:00,treviso,tirana,albania,4,185,sdi,,
voli investigati,flr,lcy,2024-01-27 07:05:00,firenze,londra,regno unito,8,1,interpol,,
allarmi rilevanti,cta,stn,2024-02-03 16:30:00,catania,londra,regno unito,7,1,nsis,,
allarmi generati,mxp,mct,2024-02-13 14:15:00,milano,muscat,oman,2,28,nsis,,
voli disponibili,bgy,shj,2024-02-02 07:15:00,bergamo,sharjah,emirati arabi uniti,2,1,manuale,,
voli con allarmi,nap,lgw,2024-01-03 18:40:00,napoli,londra,regno unito,6,1,,,
allarmi generati,mxp,lgw,2024-01-01 07:05:00,milano,londra,regno unito,2,1,manuale,,
viaggiatori investigati,vce,cmn,2024-02-06 12:55:00,venezia,casablanca,marocco,4,155,tsc,,
allarmi generati,bgy,fez,2024-01-04 11:30:00,bergamo,fes,marocco,2,37,tsc,,
viaggiatori investigati,trn,rak,2024-01-30 05:45:00,torino,marrakech,marocco,1,169,nsis,,
viaggiatori entrati,flr,lcy,2024-01-19 11:25:00,firenze,londra,regno unito,8,,interpol,,
allarmi generati,fco,doh,2024-01-05 09:15:00,roma,doha,qatar,5,8,manuale,,
voli disponibili,bgy,saw,2024-02-24 14:00:00,bergamo,istanbul,turchia,2,1,tsc,,
voli investigati,flr,lgw,2024-01-02 14:58:00,firenze,londra,regno unito,8,1,interpol,,
voli disponibili,vce,lhr,2024-01-20 06:30:00,venezia,londra,regno unito,4,1,,,
allarmi generati,cta,stn,2024-01-10 14:35:00,catania,londra,regno unito,7,11,sdi,,
allarmi generati,mxp,lgw,2024-01-17 07:50:00,milano,londra,regno unito,2,4,sdi,,
viaggiatori entrati,fco,eze,2024-01-27 00:40:00,roma,buenos aires,argentina,5,493,,,
voli disponibili,bgy,lpl,2024-01-07 18:00:00,bergamo,liverpool,regno unito,2,1,sdi,,
voli disponibili,cag,stn,2024-02-04 20:15:00,cagliari,londra,regno unito,5,1,sdi,,
esito negativo,mxp,edi,2024-02-11 11:30:00,milano,edinburgh,regno unito,2,2,tsc,,
voli investigati,fco,lhr,2024-01-26 07:00:00,roma,londra,regno unito,5,1,nsis,,
allarmi generati,tsf,tia,2024-01-07 16:15:00,treviso,tirana,albania,4,35,,,
voli disponibili,rmi,tia,2024-02-10 10:30:00,rimini,tirana,albania,8,1,sdi,,
viaggiatori entrati,lin,lhr,2024-02-17 18:35:00,milano,londra,regno unito,2,166,manuale,,
viaggiatori investigati,trn,ema,2024-02-11 07:25:00,torino,derby,regno unito,1,183,manuale,,
viaggiatori entrati,mxp,lgw,2024-01-02 07:05:00,milano,londra,regno unito,2,137,nsis,,
allarmi chiusi,fco,tia,2024-02-02 16:45:00,roma,tirana,albania,5,15,tsc,,
voli solo visualizzati,mxp,lhr,2024-01-08 09:15:00,milano,londra,regno unito,2,1,sdi,,
voli solo visualizzati,bgy,bhx,2024-01-18 18:05:00,bergamo,birmingham,regno unito,2,1,tsc,,
allarmi generati,aoi,tia,2024-01-16 11:15:00,ancona,tirana,albania,8,24,interpol,,
voli investigati,mxp,jfk,2024-02-19 17:00:00,milano,new york,stati uniti,2,,,,
voli con allarmi,vce,ist,2024-02-07 13:05:00,venezia,istanbul,turchia,4,1,manuale,,
voli investigati,bgy,rmo,2024-01-20 19:25:00,bergamo,chisinau,moldavia,2,1,interpol,,
voli disponibili,blq,beg,2024-02-01 06:30:00,bologna,belgrado,serbia,8,1,interpol,,
voli investigati,fco,szx,2024-02-15 01:30:00,roma,shenzhen,cina,5,1,,,
voli investigati,psa,lgw,2024-01-07 17:55:00,pisa,londra,regno unito,8,1,nsis,,
altro,mxp,prn,2024-01-13 21:40:00,milano,pristina,cossovo,2,1,interpol,,
allarmi chiusi,mxp,evn,2024-01-03 13:45:00,milano,yerevan,armenia,2,4,manuale,,
voli solo visualizzati,vrn,tia,2024-01-15 20:55:00,verona,tirana,albania,4,1,sdi,,
voli disponibili,bri,stn,2024-01-24 09:20:00,bari,londra,regno unito,9,1,,,
viaggiatori con allarmi,mxp,yul,2024-01-11 20:30:00,milano,montreal,canada,2,7,tsc,,
allarmi generati,blq,kiv,2024-01-01 20:00:00,bologna,chisinau,moldavia,8,20,tsc,,
voli disponibili,lin,lcy,2024-02-06 08:30:00,milano,londra,regno unito,2,1,nsis,,
voli con allarmi,fco,doh,2024-02-18 15:35:00,roma,doha,qatar,5,1,manuale,,
viaggiatori con allarmi,fco,lhr,2024-01-13 06:55:00,roma,londra,regno unito,5,1,tsc,,
voli con allarmi,fco,ssh,2024-02-13 21:20:00,roma,sharm el sheikh,egitto,5,1,interpol,,
voli con allarmi,cia,stn,2024-02-27 14:30:00,roma,londra,regno unito,5,1,nsis,,
viaggiatori entrati,lin,lhr,2024-02-10 10:20:00,milano,londra,regno unito,2,153,,,
voli investigati,vce,lhr,2024-01-20 08:40:00,venezia,londra,regno unito,4,1,,,
voli con allarmi,fco,dfw,2024-01-03 18:41:00,roma,dallas-fort worth,stati uniti,5,1,tsc,,
viaggiatori entrati,vce,lgw,2024-01-08 09:00:00,venezia,londra,regno unito,4,43,tsc,passeggero noto,
voli solo visualizzati,blq,lhr,2024-02-21 00:00:00,bologna,londra,regno unito,8,1,manuale,,
voli solo visualizzati,cia,man,2024-02-23 06:45:00,roma,manchester,regno unito,5,1,interpol,,
voli investigati,fco,gru,2024-02-04 20:40:00,roma,san paolo,brasile,5,1,,,
voli investigati,fco,cai,2024-02-01 17:55:00,roma,cairo,egitto,5,1,interpol,,
voli con allarmi,fco,gig,2024-03-01 00:00:00,roma,rio de janeiro,brasile,5,1,tsc,,
allarmi generati,vce,lhr,2024-02-06 17:10:00,venezia,londra,regno unito,4,4,tsc,,
viaggiatori con allarmi,fco,tia,2024-01-25 05:35:00,roma,tirana,albania,5,6,interpol,,
viaggiatori entrati,cia,rba,2024-01-12 18:55:00,roma,rabat,marocco,5,190,,,
allarmi generati,mxp,ewr,2024-01-19 18:05:00,milano,newark,stati uniti,2,3,interpol,,
viaggiatori investigati,lin,lhr,2024-02-02 12:25:00,milano,londra,regno unito,2,89,sdi,,
viaggiatori entrati,fco,mba,2024-02-01 11:00:00,roma,mombasa,kenya,5,,interpol,,
viaggiatori entrati,psa,stn,2024-02-09 12:45:00,pisa,londra,regno unito,8,186,,,
voli disponibili,vce,lhr,2024-01-17 17:00:00,venezia,londra,regno unito,4,1,interpol,,
voli disponibili,mxp,cmn,2024-02-19 13:00:00,milano,casablanca,marocco,2,1,manuale,,
allarmi chiusi,mxp,man,2024-02-16 07:45:00,milano,manchester,regno unito,2,2,tsc,,
viaggiatori con allarmi,bgy,saw,2024-01-17 10:35:00,bergamo,istanbul,turchia,2,10,manuale,,
voli disponibili,flr,lgw,2024-01-17 10:25:00,firenze,londra,regno unito,8,1,tsc,,
voli con allarmi,fco,ist,2024-01-22 17:55:00,roma,istanbul,turchia,5,1,,,
voli solo visualizzati,bgy,stn,2024-01-10 11:55:00,bergamo,londra,regno unito,2,2,sdi,,
allarmi rilevanti,pmo,tun,2024-02-24 10:30:00,palermo,tunis,tunisia,7,1,interpol,,
allarmi rilevanti,mxp,auh,2024-01-15 14:45:00,milano,abu dhabi,emirati arabi uniti,2,1,tsc,,
viaggiatori investigati,fco,auh,2024-02-11 02:25:00,roma,abu dhabi,emirati arabi uniti,5,367,,,
viaggiatori entrati,mxp,tun,2024-02-26 07:45:00,milano,tunis,tunisia,2,88,sdi,,
voli disponibili,fco,gru,2024-02-24 18:00:00,roma,san paolo,brasile,5,1,tsc,,
allarmi chiusi,bgy,tia,2024-01-02 12:10:00,bergamo,tirana,albania,2,27,,,
voli con allarmi,mxp,ssh,2024-02-03 19:45:00,milano,sharm el sheikh,egitto,2,1,nsis,,
voli solo visualizzati,blq,kiv,2024-01-12 20:00:00,bologna,chisinau,moldavia,8,1,nsis,,
allarmi generati,mxp,tun,2024-02-04 09:00:00,milano,tunis,tunisia,2,,sdi,,
allarmi non chiusi,fco,pek,2024-01-22 00:00:00,roma,pechino,cina,5,1,sdi,,
esito negativo,aoi,stn,2024-02-16 18:25:00,ancona,londra,regno unito,8,8,,,
voli con allarmi,mxp,cai,2024-02-11 14:45:00,milano,cairo,egitto,2,1,manuale,,
viaggiatori con allarmi,mxp,ist,2024-02-19 12:35:00,milano,istanbul,turchia,2,15,interpol,,
esito negativo,mxp,icn,2024-02-16 12:10:00,milano,seoul,corea del sud,2,5,tsc,,
viaggiatori investigati,blq,lhr,2024-02-04 15:20:00,bologna,londra,regno unito,8,109,manuale,,
viaggiatori investigati,vrn,znz,2024-02-20 09:30:00,verona,zanzibar,tanzania,4,348,sdi,,
voli disponibili,vce,lgw,2024-02-22 19:55:00,venezia,londra,regno unito,4,1,manuale,,
viaggiatori con allarmi,vce,stn,2024-01-17 12:20:00,venezia,londra,regno unito,4,7,interpol,,
viaggiatori con allarmi,fco,spx,2024-01-25 11:15:00,roma,giza,egitto,5,19,interpol,,
voli con allarmi,cia,tia,2024-01-01 12:15:00,roma,tirana,albania,5,1,nsis,,
viaggiatori entrati,mxp,dxb,2024-01-12 15:55:00,milano,dubai,emirati arabi uniti,2,503,tsc,,
voli solo visualizzati,nap,ist,2024-02-05 17:55:00,napoli,istanbul,turchia,6,,,,
viaggiatori con allarmi,fco,saw,2024-02-22 10:40:00,roma,istanbul,turchia,5,2,sdi,,
voli disponibili,psa,tia,2024-02-24 16:55:00,pisa,tirana,albania,8,1,interpol,,
allarmi rilevanti,vce,lhr,2024-02-05 13:40:00,venezia,londra,regno unito,4,1,interpol,,
allarmi generati,blq,cmn,2024-01-31 06:50:00,bologna,casablanca,marocco,8,44,,,
voli solo visualizzati,vce,stn,2024-01-07 05:55:00,venezia,londra,regno unito,4,1,nsis,,
allarmi chiusi,mxp,rmf,2024-02-08 13:05:00,milano,marsa alam,egitto,2,5,sdi,,medio
viaggiatori con allarmi,tsf,tia,2024-01-30 15:25:00,treviso,tirana,albania,4,20,tsc,,
voli investigati,mxp,rak,2024-01-21 10:10:00,milano,marrakech,marocco,2,1,interpol,,
voli disponibili,fco,lgw,2024-02-26 14:30:00,roma,londra,regno unito,5,1,interpol,,
voli con allarmi,bgy,tia,2024-02-14 11:35:00,bergamo,tirana,albania,2,1,tsc,,
allarmi generati,bgy,cai,2024-02-10 07:50:00,bergamo,cairo,egitto,2,48,tsc,,
viaggiatori entrati,fco,atl,2024-01-26 00:00:00,roma,atlanta,stati uniti,5,326,tsc,,
voli solo visualizzati,mxp,man,2024-01-22 11:40:00,milano,manchester,regno unito,2,1,interpol,,
voli investigati,vce,lgw,2024-02-01 00:00:00,venezia,londra,regno unito,4,1,,,
allarmi chiusi,mxp,edi,2024-01-14 11:30:00,milano,edinburgh,regno unito,2,5,interpol,,
voli solo visualizzati,fco,alg,2024-01-08 05:25:00,roma,algeri,algeria,5,1,tsc,,
voli disponibili,fco,auh,2024-02-08 14:40:00,roma,abu dhabi,emirati arabi uniti,5,1,sdi,,
viaggiatori entrati,fco,pek,2024-01-17 13:25:00,roma,pechino,cina,5,272,tsc,,
voli con allarmi,mxp,add,2024-01-02 00:15:00,milano,addis ababa,etiopia,2,1,nsis,,
viaggiatori investigati,fco,tun,2024-01-19 19:05:00,roma,tunis,tunisia,5,140,tsc,,
voli con allarmi,fco,mia,2024-02-01 19:50:00,roma,miami,stati uniti,5,1,sdi,,
voli disponibili,mxp,tia,2024-01-20 06:20:00,milano,tirana,albania,2,1,manuale,,
viaggiatori entrati,fco,cai,2024-01-08 17:55:00,roma,cairo,egitto,5,,manuale,,
voli con allarmi,goa,stn,2024-02-09 18:05:00,genova,londra,regno unito,1,1,tsc,,
allarmi chiusi,mxp,del,2024-02-04 14:20:00,milano,nuova delhi,india,2,27,interpol,,
viaggiatori entrati,mxp,mba,2024-01-01 00:00:00,milano,mombasa,kenya,2,329,tsc,,
viaggiatori con allarmi,mxp,cai,2024-01-29 09:35:00,milano,cairo,egitto,2,26,nsis,,
viaggiatori con allarmi,mxp,lgw,2024-01-04 09:25:00,milano,londra,regno unito,2,6,,,
viaggiatori entrati,bgy,stn,2024-01-22 11:45:00,bergamo,londra,regno unito,2,174,interpol,,
voli solo visualizzati,mxp,jfk,2024-01-26 18:15:00,milano,new york,stati uniti,2,1,,,
allarmi generati,lin,lhr,2024-01-05 15:00:00,milano,londra,regno unito,2,5,sdi,,
viaggiatori entrati,mxp,lhr,2024-01-10 13:45:00,milano,londra,regno unito,2,68,sdi,,
voli solo visualizzati,bgy,shj,2024-01-06 07:10:00,bergamo,sharjah,emirati arabi uniti,2,1,nsis,,
voli solo visualizzati,fco,ist,2024-02-13 17:55:00,roma,istanbul,turchia,5,1,sdi,,
allarmi generati,mxp,skp,2024-01-12 19:40:00,milano,skopie,macedonia,2,18,manuale,,
viaggiatori entrati,mxp,jfk,2024-01-18 17:00:00,milano,new york,stati uniti,2,95,sdi,,
viaggiatori con allarmi,mxp,doh,2024-01-29 02:20:00,milano,doha,qatar,2,,nsis,,
voli investigati,blq,lhr,2024-01-27 08:40:00,bologna,londra,regno unito,8,1,nsis,,
esito negativo,mxp,ltn,2024-02-04 18:30:00,milano,londra,regno unito,2,1,tsc,,medio
viaggiatori con allarmi,blq,tia,2024-02-26 11:15:00,bologna,tirana,albania,8,39,sdi,,
viaggiatori investigati,fco,beg,2024-01-02 07:15:00,roma,belgrado,serbia,5,157,sdi,,
voli con allarmi,blq,tun,2024-02-03 09:00:00,bologna,tunis,tunisia,8,1,sdi,,
voli con allarmi,vrn,bhx,2024-02-10 06:00:00,verona,birmingham,regno unito,4,1,nsis,,
viaggiatori con allarmi,cta,ist,2024-01-15 07:55:00,catania,istanbul,turchia,7,3,manuale,,
voli solo visualizzati,bgy,edi,2024-02-27 17:30:00,bergamo,edinburgh,regno unito,2,1,nsis,,
allarmi chiusi,mxp,add,2024-02-09 00:05:00,milano,addis ababa,etiopia,2,52,,,
allarmi generati,mxp,doh,2024-01-09 15:30:00,milano,doha,qatar,2,20,,,
viaggiatori con allarmi,mxp,auh,2024-01-10 03:10:00,milano,abu dhabi,emirati arabi,2,30,nsis,,
allarmi generati,vce,brs,2024-02-21 19:25:00,venezia,bristol,regno unito,4,4,tsc,,
voli con allarmi,vce,cmn,2024-02-17 07:50:00,venezia,casablanca,marocco,4,1,,,
viaggiatori con allarmi,mxp,tpe,2024-01-27 23:05:00,milano,taipei,taiwan,2,8,tsc,,
viaggiatori con allarmi,vce,lhr,2024-01-31 17:00:00,venezia,londra,regno unito,4,3,nsis,,
allarmi rilevanti,mxp,mct,2024-02-08 14:15:00,milano,muscat,oman,2,4,manuale,,medio
voli disponibili,mxp,ist,2024-02-03 08:40:00,milano,istanbul,turchia,2,1,manuale,,
viaggiatori con allarmi,fco,bey,2024-02-09 06:10:00,roma,beirut,libano,5,7,interpol,,
voli investigati,fco,eze,2024-02-13 13:45:00,roma,buenos aires,argentina,5,1,tsc,,
voli investigati,mxp,pvg,2024-01-18 01:45:00,milano,shanghai,cina,2,1,interpol,,
voli disponibili,psa,tia,2024-01-23 15:15:00,pisa,tirana,albania,8,1,nsis,,
allarmi generati,mxp,evn,2024-02-03 22:50:00,milano,yerevan,armenia,2,5,,,
esito negativo,fco,lhr,2024-01-30 12:50:00,roma,londra,regno unito,5,3,tsc,,
voli solo visualizzati,fco,doh,2024-01-15 09:15:00,roma,doha,qatar,5,1,sdi,,
viaggiatori investigati,fco,lgw,2024-01-04 20:10:00,roma,londra,regno unito,5,174,manuale,,
voli investigati,fco,beg,2024-02-24 06:10:00,roma,belgrado,serbia,5,1,nsis,,
voli solo visualizzati,lin,ltn,2024-02-08 07:00:00,milano,londra,regno unito,2,1,interpol,,
viaggiatori con allarmi,mxp,kwi,2024-02-29 00:00:00,milano,kuwait city,kuwait,2,8,nsis,,
viaggiatori entrati,cia,stn,2024-01-12 06:20:00,roma,londra,regno unito,5,178,sdi,,
viaggiatori entrati,fco,spx,2024-02-23 11:05:00,roma,giza,egitto,5,212,,,
viaggiatori entrati,mxp,lhr,2024-01-06 09:20:00,milano,londra,regno unito,2,,tsc,,
voli solo visualizzati,mxp,lhr,2024-01-18 07:35:00,milano,londra,regno unito,2,1,sdi,,
voli con allarmi,fco,saw,2024-01-22 15:35:00,roma,istanbul,turchia,5,,interpol,,
viaggiatori entrati,blq,rmo,2024-01-19 17:00:00,bologna,chisinau,moldavia,8,142,interpol,,
allarmi generati,mxp,dxb,2024-01-27 15:55:00,milano,dubai,emirati arabi uniti,2,1,nsis,,
voli solo visualizzati,fco,mle,2024-02-19 13:25:00,roma,male,maldive,5,1,,,
viaggiatori entrati,cia,ema,2024-01-06 08:45:00,roma,derby,regno unito,5,134,manuale,,
voli disponibili,bgy,tbs,2024-01-19 11:45:00,bergamo,tbilisi,georgia,2,1,,,
viaggiatori investigati,lin,beg,2024-02-15 10:00:00,milano,belgrado,serbia,2,6,nsis,,
viaggiatori entrati,fco,cai,2024-01-10 04:30:00,roma,il cairo,egitto,5,136,interpol,,
esito negativo,nap,stn,2024-02-02 17:20:00,napoli,londra,regno unito,6,5,,,
voli solo visualizzati,trn,lgw,2024-02-16 14:50:00,torino,londra,regno unito,1,1,tsc,,
voli investigati,fco,del,2024-01-19 03:45:00,roma,nuova delhi,india,5,1,tsc,,
viaggiatori entrati,nap,man,2024-02-26 08:50:00,napoli,manchester,regno unito,6,159,manuale,,
viaggiatori entrati,trn,ncl,2024-01-07 06:00:00,torino,newcastle,regno unito,1,183,,,
voli solo visualizzati,fco,kut,2024-02-17 06:00:00,roma,kutaisi,georgia,5,1,,,
voli con allarmi,mxp,add,2024-02-09 00:05:00,milano,addis ababa,etiopia,2,1,manuale,,
voli solo visualizzati,cia,beg,2024-02-05 13:06:00,roma,belgrado,serbia,5,1,manuale,,
esito negativo,bgy,tia,2024-02-07 16:00:00,bergamo,tirana,albania,2,18,tsc,,
viaggiatori con allarmi,bgy,amm,2024-02-24 12:45:00,bergamo,amman,giordania,2,7,,,
voli disponibili,fco,amm,2024-01-06 07:15:00,roma,amman,giordania,5,1,sdi,,
viaggiatori entrati,vce,ist,2024-02-20 08:10:00,venezia,istanbul,turchia,4,172,sdi,,
viaggiatori investigati,psa,tia,2024-02-15 06:50:00,pisa,tirana,albania,8,182,,,
voli investigati,psa,stn,2024-02-17 18:25:00,pisa,londra,regno unito,8,1,interpol,,
voli con allarmi,mxp,tia,2024-02-02 12:50:00,milano,tirana,albania,2,1,,,
esito negativo,nap,stn,2024-02-09 17:20:00,napoli,londra,regno unito,6,3,interpol,,
voli investigati,vce,brs,2024-01-01 13:40:00,venezia,bristol,regno unito,4,1,sdi,,
viaggiatori entrati,blq,rak,2024-01-05 06:45:00,bologna,marrakech,marocco,8,133,interpol,,
allarmi generati,fco,ewr,2024-02-06 17:40:00,roma,newark,stati uniti,5,4,nsis,,
viaggiatori investigati,cta,dxb,2024-01-03 07:35:00,catania,dubai,emirati arabi uniti,7,108,interpol,,
voli disponibili,blq,lhr,2024-02-20 14:40:00,bologna,londra,regno unito,8,1,,,
viaggiatori con allarmi,nap,stn,2024-02-08 09:25:00,napoli,londra,regno unito,6,5,interpol,,
viaggiatori investigati,fco,ist,2024-02-25 09:15:00,roma,istanbul,turchia,5,263,,,
viaggiatori con allarmi,vce,stn,2024-02-03 11:35:00,venezia,londra,regno unito,4,2,sdi,,
esito negativo,fco,lgw,2024-02-28 06:45:00,roma,londra,regno unito,5,3,,,
allarmi chiusi,mxp,ist,2024-01-08 20:30:00,milano,istanbul,turchia,2,8,,,
viaggiatori investigati,lin,lcy,2024-01-18 08:30:00,milano,londra,regno unito,2,51,sdi,,
voli con allarmi,mxp,ist,2024-02-27 15:50:00,milano,istanbul,turchia,2,1,nsis,,
allarmi rilevanti,fco,tun,2024-02-02 08:00:00,roma,tunis,tunisia,5,,,,
viaggiatori entrati,mxp,ewr,2024-02-04 18:05:00,milano,newark,stati uniti,2,218,,,
esito negativo,fco,dxb,2024-02-10 15:05:00,roma,dubai,emirati arabi uniti,5,1,sdi,,
voli investigati,vce,brs,2024-01-19 14:50:00,venezia,bristol,regno unito,4,1,,,
voli investigati,vrn,lgw,2024-02-18 10:10:00,verona,londra,regno unito,4,1,nsis,,
viaggiatori con allarmi,mxp,rmo,2024-02-16 17:20:00,milano,chisinau,moldavia,2,9,sdi,,
voli investigati,cia,ema,2024-01-30 17:50:00,roma,derby,regno unito,5,1,,,
viaggiatori investigati,fco,ist,2024-01-02 21:10:00,roma,istanbul,turchia,5,137,manuale,,
voli investigati,goa,stn,2024-02-24 14:05:00,genova,londra,regno unito,1,1,manuale,,
allarmi generati,fco,lhr,2024-02-04 07:00:00,roma,londra,regno unito,5,1,nsis,,
esito negativo,lin,lcy,2024-02-13 08:30:00,milano,londra,regno unito,2,1,interpol,,
viaggiatori con allarmi,trn,stn,2024-02-23 00:00:00,torino,londra,regno unito,1,2,interpol,,
voli solo visualizzati,fco,rmo,2024-02-22 17:10:00,roma,chisinau,moldavia,5,1,manuale,,
voli disponibili,vce,man,2024-01-20 17:05:00,venezia,manchester,regno unito,4,1,tsc,,
voli disponibili,bgy,stn,2024-01-07 12:00:00,bergamo,londra,regno unito,2,1,nsis,,
viaggiatori investigati,trn,lgw,2024-02-11 14:40:00,torino,londra,regno unito,1,178,interpol,,
allarmi chiusi,fco,cai,2024-01-05 00:00:00,roma,cairo,egitto,5,5,interpol,,
voli solo visualizzati,mxp,dxb,2024-01-28 09:05:00,milano,dubai,emirati arabi uniti,2,1,interpol,,
voli disponibili,blq,rmo,2024-02-23 00:00:00,bologna,chisinau,moldavia,8,1,sdi,,
voli con allarmi,mxp,gyd,2024-02-19 07:35:00,milano,baku,azerbaigian,2,1,nsis,,
esito negativo,fco,gru,2024-01-10 15:45:00,roma,san paolo,brasile,5,4,,,
viaggiatori entrati,mxp,rak,2024-01-18 20:05:00,milano,marrakech,marocco,2,170,sdi,,
esito negativo,fco,alg,2024-01-15 17:55:00,roma,algeri,algeria,5,10,tsc,,
