occorrenze,areoporto_arrivo,areoporto_partenza,anno_partenza,mese_partenza,data_partenza,descr_aereoporto_arr,descr_aereoporto_part,citta_arr,citta_partenza,codice_paese_arr,codice_paese_part,paese_arr,paese_part,zona,tot,motivo_allarme,note_operatore,flag_rischio,paese_partenza,codice_paese_arr__1,col_3zona,paese_arr__1,tot_voli
allarmi generati da sdi/nsis,psa,tia,2024,2,2024-02-08 16:15:00,galileo galilei,rinas mother teresa,pisa,tirana,ita,alb,italia,albania,8,28.0,manuale,,,albania,ita,8,italia,28.0
"voli solo visualizzati, ma non investigati",flr,lgw,2024,1,2024-01-14 16:00:00,firenze peretola,london gatwick,firenze,londra,ita,gbr,italia,regno unito,8,1.0,tsc,,,regno unito,ita,8,italia,1.0
voli disponibili in ingresso al sistema,fco,mia,2024,1,2024-01-18 19:50:00,fiumicino,miami international,roma,miami,ita,usa,italia,stati uniti,5,1.0,sdi,,,stati uniti,ita,5,italia,1.0
allarmi chiusi,fco,saw,2024,2,2024-02-23 10:40:00,fiumicino,sabiha gokcen,roma,istanbul,ita,tur,italia,turchia,5,3.0,sdi,,,turchia,ita,5,italia,3.0
"voli solo visualizzati, ma non investigati",bgy,saw,2024,1,2024-01-23 11:10:00,orio al serio,sabiha gokcen,bergamo,istanbul,ita,tur,italia,turchia,2,1.0,sdi,,,turchia,ita,2,italia,1.0
viaggiatori entrati nel sistema,trn,man,2024,2,2024-02-18 06:10:00,sandro pertini,manchester,torino,manchester,ita,?,italia,regno unito,1,170.0,manuale,,,regno unito,ita,1,italia,170.0
voli investigati (sdi/nsis - interpol - tsc),mxp,ssh,2024,2,2024-02-08 13:20:00,malpensa,sharm el-sheikh international,milano,sharm el sheikh,ita,egy,italia,egitto,2,1.0,sdi,,,egitto,ita,2,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),trn,man,2024,1,2024-01-14 06:10:00,sandro pertini,manchester,torino,manchester,ita,gbr,italia,regno unito,1,1.0,nsis,,,regno unito,ita,1,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),nap,hrg,2024,2,2024-02-06 12:05:00,napoli capodichino,hurghada international,napoli,hurghada,ita,egy,italia,egitto,6,1.0,,,,egitto,ita,6,italia,1.0
viaggiatori entrati nel sistema,blq,tun,2024,1,,guglielmo marconi,carthage,bologna,tunis,ita,tun,italia,tunisia,8,127.0,manuale,,,tunisia,ita,8,italia,127.0
nulla a procedere sdi,mxp,rmf,2024,2,2024-02-18 21:20:00,malpensa,marsa alam international,milano,marsa alam,ita,egy,italia,egitto,2,12.0,manuale,,,egitto,ita,2,italia,12.0
"voli solo visualizzati, ma non investigati",bgy,tia,2024,1,2024-01-21 12:10:00,orio al serio,rinas mother teresa,bergamo,tirana,ita,al,italia,albania,2,2.0,manuale,,,albania,ita,2,italia,2.0
viaggiatori con allarmi,vce,lgw,2024,1,,venezia marco polo,london gatwick,venezia,londra,ita,gbr,italia,regno unito,4,5.0,,,,regno unito,ita,4,italia,5.0
viaggiatori entrati nel sistema,vce,jed,2024,1,,venezia marco polo,king abdulaziz international,venezia,jeddah,ita,sau,italia,arabia saudita,4,211.0,nsis,,,arabia saudita,ita,4,italia,211.0
voli disponibili in ingresso al sistema,fco,add,2024,7,2024-02-18 22:50:00,fiumicino,bole international,roma,addis ababa,ita,eth,italia,etiopia,5,1.0,,,,etiopia,ita,5,italia,1.0
viaggiatori investigati,flr,lcy,2024,2,2024-02-25 12:35:00,firenze peretola,london city,firenze,londra,ita,gbr,italia,regno unito,8,91.0,tsc,,,regno unito,ita,8,italia,91.0
allarmi generati da sdi/nsis,cia,man,2024,1,2024-01-15 07:10:00,ciampino,manchester,roma,manchester,ita,gbr,italia,regno unito,5,2.0,interpol,,,regno unito,ita,5,italia,2.0
viaggiatori entrati nel sistema,bgy,tia,2024,2,2024-02-18 12:10:00,orio al serio,rinas mother teresa,bergamo,tirana,ita,alb,italia,albania,2,385.0,,,,albania,ita,2,italia,385.0
nulla a procedere sdi,vce,ist,2024,2,2024-02-28 13:05:00,venezia marco polo,havalimani,venezia,istanbul,ita,tur,italia,turchia,4,19.0,manuale,,,turchia,ita,4,italia,19.0
voli disponibili in ingresso al sistema,bzo,fab,2024,1,2024-01-30 16:46:00,bolzano,farnborough,bolzano,farnborough,ita,gbr,italia,regno unito,4,1.0,,,,regno unito,ita,4,italia,1.0
viaggiatori entrati nel sistema,bgy,lgw,2024,2,2024-02-16 13:00:00,orio al serio,//,bergamo,londra,ita,gbr,italia,regno unito,2,97.0,sdi,,,regno unito,ita,2,italia,97.0
allarmi rilevanti,mxp,sin,2024,12,2024-02-22 23:45:00,malpensa,changi,milano,singapore,ita,sgp,italia,singapore,2,1.0,tsc,,,singapore,ita,2,italia,1.0
allarmi chiusi,nap,stn,2024,2,2024-02-19 14:20:00,napoli capodichino,,napoli,londra,ita,gbr,italia,,6,5.0,interpol,,,regno unito,ita,6,italia,5.0
allarmi rilevanti,fco,tia,2024,1,2024-01-16 15:45:00,fiumicino,,roma,tirana,ita,alb,italia,,5,3.0,,,,albania,ita,5,italia,3.0
viaggiatori investigati,mxp,lgw,2024,1,2024-01-02 19:45:00,malpensa,london gatwick,milano,londra,ita,gbr,italia,regno unito,2,146.0,,,alto,regno unito,ita,2,italia,146.0
voli investigati (sdi/nsis - interpol - tsc),cta,lgw,2024,1,2024-01-20 08:45:00,fontanarossa,london gatwick,catania,londra,ita,gbr,italia,regno unito,7,1.0,interpol,,,regno unito,ita,7,italia,1.0
allarmi rilevanti,mxp,rmo,2024,2,2024-02-02 17:20:00,malpensa,chisinau international airport,milano,chisinau,ita,mda,italia,moldavia,2,1.0,,,,moldavia,ita,2,italia,1.0
viaggiatori investigati,psa,stn,2024,2,2024-02-08 11:55:00,galileo galilei,stansted,pisa,londra,ita,gbr,italia,regno unito,8,165.0,tsc,,,regno unito,ita,8,italia,165.0
viaggiatori entrati nel sistema,fco,sid,2024,2,2024-02-21 16:15:00,fiumicino,amilcar cabral international,roma,sal,ita,cpv,italia,capo verde,5,6.0,nsis,,,capo verde,ita,5,italia,6.0
voli disponibili in ingresso al sistema,mxp,mbj,2024,1,2024-01-05 22:10:00,malpensa,sangster international,milano,montego bay,ita,jam,italia,giamaica,2,1.0,tsc,,,giamaica,ita,2,italia,1.0
voli con allarmi,mxp,cai,2023,2,2024-02-19 09:35:00,malpensa,cairo international,milano,cairo,ita,egy,italia,egitto,2,1.0,,,,egitto,ita,2,italia,1.0
viaggiatori con allarmi,mxp,tia,2024,2,2024-02-05 06:20:00,malpensa,rinas mother teresa,milano,tirana,ita,alb,italia,albania,2,12.0,sdi,,,albania,ita,2,italia,12.0
allarmi chiusi,vce,man,2024,1,2024-01-11 09:15:00,venezia marco polo,manchester,venezia,manchester,ita,gbr,italia,regno unito,4,4.0,,,,regno unito,ita,4,italia,4.0
inammissibilita schengen - art.24,mxp,jed,2024,1,2024-01-20 19:50:00,malpensa,king abdulaziz international,milano,jeddah,ita,sau,italia,arabia saudita,2,1.0,tsc,,,arabia saudita,ita,2,italia,1.0
allarmi chiusi,blq,rmo,2024,2,2024-02-16 20:00:00,guglielmo marconi,,bologna,chisinau,ita,mda,italia,moldavia,8,10.0,tsc,,,moldavia,ita,8,italia,10.0
voli investigati (sdi/nsis - interpol - tsc),blq,ltn,2024,9,,guglielmo marconi,//,bologna,londra,ita,gbr,italia,regno unito,8,1.0,,,,regno unito,ita,8,italia,1.0
"voli solo visualizzati, ma non investigati",cia,rak,2024,1,2024-01-20 06:05:00,ciampino,menara,roma,,ita,mar,italia,marocco,5,1.0,interpol,,,marocco,ita,5,italia,1.0
viaggiatori con allarmi,fco,ist,2024,,2024-01-04 13:05:00,fiumicino,havalimani,roma,istanbul,ita,tur,italia,turchia,5,3.0,interpol,,,turchia,ita,5,italia,3.0
"voli solo visualizzati, ma non investigati",blq,dxb,2024,1,2024-01-24 08:55:00,guglielmo marconi,dubai international,bologna,dubai,ita,are,italia,emirati arabi uniti,8,1.0,sdi,,,emirati arabi uniti,ita,8,italia,1.0
voli con allarmi,fco,auh,2024,1,2024-01-17 17:45:00,fiumicino,abu dhabi international,roma,abu dhabi,ita,are,italia,emirati arabi uniti,5,1.0,interpol,,,emirati arabi uniti,ita,5,italia,1.0
"voli solo visualizzati, ma non investigati",mxp,tgd,2024,1,2024-01-23 16:45:00,malpensa,golubovci,milano,podgorica,ita,mne,italia,montenegro,2,1.0,interpol,,,montenegro,ita,2,italia,1.0
voli disponibili in ingresso al sistema,lin,isl,2024,,2024-02-20 19:30:00,linate,ataturk international,milano,istanbul,ita,tur,italia,turchia,2,1.0,manuale,,,turchia,ita,2,italia,1.0
viaggiatori entrati nel sistema,fco,alg,2024,2,2024-02-20 10:30:00,fiumicino,houari boumediene,roma,algeri,ita,dza,italia,algeria,5,93.0,,,,algeria,ita,5,italia,93.0
"voli solo visualizzati, ma non investigati",fco,gru,2024,2,2024-02-17 20:40:00,fiumicino,sao paulo/guarulhos-governador andre franco montoro international,roma,san paolo,ita,bra,italia,brasile,5,1.0,sdi,,,brasile,ita,5,italia,1.0
allarmi chiusi,bgy,saw,2024,2,2024-02-05 10:35:00,orio al serio,sabiha gokcen,bergamo,istanbul,ita,tur,italia,turchia,2,7.0,,,,turchia,ita,2,italia,7.0
allarmi chiusi,mxp,brs,2023,2,2024-02-10 15:50:00,malpensa,bristol,milano,,ita,gbr,italia,regno unito,2,2.0,,,,regno unito,ita,2,italia,2.0
voli investigati (sdi/nsis - interpol - tsc),mxp,evn,2024,1,2024-01-09 22:25:00,malpensa,zvartnots,milano,yerevan,ita,arm,italia,armenia,2,1.0,sdi,,,armenia,ita,2,italia,1.0
viaggiatori entrati nel sistema,fco,tun,2024,2,2024-02-05 11:25:00,fiumicino,carthage,roma,tunis,ita,tun,italia,tunisia,5,134.0,nsis,,,tunisia,ita,5,italia,134.0
"voli solo visualizzati, ma non investigati",mxp,pvg,2024,1,2024-01-20 01:45:00,malpensa,pu dong,milano,shanghai,ita,chn,italia,cina,2,1.0,,,,cina,ita,2,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),mxp,sin,2024,1,2024-01-04 23:45:00,malpensa,changi,milano,singapore,ita,sgp,italia,singapore,2,1.0,sdi,,,singapore,ita,2,italia,1.0
viaggiatori investigati,lin,lhr,2024,1,2024-01-19 18:45:00,linate,london heathrow,milano,londra,ita,gbr,italia,regno unito,2,159.0,interpol,,,regno unito,ita,2,italia,159.0
"voli solo visualizzati, ma non investigati",nap,dxb,2024,1,2024-01-15 07:30:00,napoli capodichino,dubai international,napoli,dubai,ita,are,italia,emirati arabi uniti,6,1.0,tsc,,,emirati arabi uniti,ita,6,italia,1.0
voli disponibili in ingresso al sistema,cia,stn,2024,1,2024-01-30 18:25:00,ciampino,stansted,roma,londra,ita,gbr,italia,regno unito,5,1.0,tsc,,,regno unito,ita,5,italia,1.0
voli disponibili in ingresso al sistema,mxp,lhr,2024,1,2024-01-08 09:15:00,malpensa,london heathrow,milano,londra,ita,?,italia,regno unito,2,1.0,interpol,,,regno unito,ita,2,italia,1.0
viaggiatori investigati,blq,tia,2024,1,2024-01-26 11:15:00,guglielmo marconi,rinas mother teresa,bologna,tirana,ita,alb,italia,albania,8,150.0,manuale,,,albania,ita,8,italia,150.0
viaggiatori entrati nel sistema,fco,lhr,2024,1,2024-01-18 12:40:00,fiumicino,london heathrow,roma,londra,ita,gbr,italia,regno unito,5,154.0,manuale,,,regno unito,ita,5,italia,154.0
voli con allarmi,bgy,tia,2024,2,,orio al serio,rinas mother teresa,bergamo,tirana,ita,alb,italia,albania,2,1.0,interpol,,,albania,ita,2,italia,1.0
viaggiatori con allarmi,mxp,bhx,2024,2,2024-02-02 20:10:00,malpensa,birmingham international,milano,birmingham,ita,gbr,italia,regno unito,2,3.0,nsis,,,regno unito,ita,2,italia,3.0
viaggiatori entrati nel sistema,vce,lhr,2024,1,2024-01-26 08:35:00,venezia marco polo,london heathrow,venezia,londra,ita,gbr,italia,regno unito,4,157.0,nsis,,,regno unito,ita,4,italia,157.0
viaggiatori investigati,mxp,stn,2024,1,2024-01-15 19:05:00,malpensa,stansted,milano,londra,ita,gbr,italia,,2,169.0,manuale,,,regno unito,ita,2,italia,169.0
voli disponibili in ingresso al sistema,blq,lhr,2024,1,2024-01-23 14:40:00,guglielmo marconi,london heathrow,bologna,londra,ita,gbr,italia,regno unito,8,1.0,manuale,,,regno unito,ita,8,italia,1.0
viaggiatori investigati,fco,ruh,2024,2,2024-02-23 09:30:00,fiumicino,king khaled international,roma,riyadh,ita,sau,italia,arabia saudita,5,186.0,sdi,,,arabia saudita,ita,5,italia,186.0
viaggiatori investigati,fco,jfk,2024,2,2024-02-18 21:00:00,fiumicino,john f kennedy international,roma,new york,ita,usa,italia,stati uniti,5,222.0,manuale,,,stati uniti,ita,5,italia,222.0
viaggiatori entrati nel sistema,vrn,tia,2024,2,,verona villafranca,,verona,tirana,ita,alb,italia,albania,4,227.0,tsc,,,albania,ita,4,italia,227.0
viaggiatori entrati nel sistema,bri,ist,2024,1,2024-01-17 19:25:00,palese,havalimani,bari,istanbul,ita,tr,italia,turchia,9,133.0,sdi,,,turchia,ita,9,italia,133.0
voli investigati (sdi/nsis - interpol - tsc),fco,dfw,2023,2,2024-02-22 18:20:00,fiumicino,dallas/fort worth international,roma,dallas-fort worth,ita,usa,italia,stati uniti,5,1.0,sdi,,,stati uniti,ita,5,italia,1.0
voli con allarmi,mxp,gyd,2024,1,2024-01-31 07:30:00,malpensa,heydar aliyev international,milano,baku,ita,aze,italia,azerbaigian,2,1.0,sdi,,,azerbaigian,ita,2,italia,1.0
voli disponibili in ingresso al sistema,tsf,tia,2024,2,2024-02-14 16:05:00,treviso-sant'angelo,rinas mother teresa,treviso,tirana,ita,alb,italia,albania,4,1.0,tsc,,,albania,ita,4,italia,1.0
"voli solo visualizzati, ma non investigati",nap,ltn,2024,2,2024-02-19 15:45:00,napoli capodichino,,napoli,londra,ita,gbr,italia,regno unito,6,1.0,manuale,,,regno unito,ita,6,italia,1.0
voli disponibili in ingresso al sistema,fco,doh,2024,2,2024-02-23 15:35:00,fiumicino,hamad international,roma,doha,ita,qat,italia,qatar,5,1.0,nsis,,,qatar,ita,5,italia,1.0
voli disponibili in ingresso al sistema,fco,cai,2024,1,2024-01-22 10:00:00,fiumicino,cairo international,roma,cairo,ita,egy,italia,,5,1.0,tsc,,,egitto,ita,5,italia,1.0
voli disponibili in ingresso al sistema,vce,bhx,2024,2,2024-02-25 15:05:00,venezia marco polo,birmingham international,venezia,birmingham,ita,gbr,italia,regno unito,4,1.0,interpol,,medio,regno unito,ita,4,italia,1.0
"voli solo visualizzati, ma non investigati",psa,tia,2024,1,,galileo galilei,rinas mother teresa,pisa,tirana,ita,alb,italia,albania,8,1.0,manuale,,,albania,ita,8,italia,1.0
"voli solo visualizzati, ma non investigati",mxp,cmn,2024,1,2024-01-11 08:00:00,malpensa,mohamed v,milano,casablanca,esp,mar,italia,marocco,2,1.0,sdi,,,marocco,ita,2,italia,1.0
allarmi rilevanti,vrn,rmo,2024,2,2024-02-01 10:00:00,verona villafranca,chisinau international airport,verona,chisinau,ita,mda,italia,moldavia,4,2.0,manuale,,,moldavia,ita,4,italia,2.0
viaggiatori con allarmi,cta,tia,2024,2,2024-02-23 18:20:00,fontanarossa,rinas mother teresa,catania,tirana,ita,alb,italia,albania,7,7.0,interpol,verifica richiesta,,albania,ita,7,italia,7.0
allarmi generati da bcs,mxp,man,2024,2,2024-02-11 18:25:00,malpensa,manchester,milano,manchester,ita,gbr,italia,regno unito,2,2.0,interpol,,,regno unito,ita,2,italia,2.0
viaggiatori entrati nel sistema,vce,lhr,2024,1,2024-01-26 13:40:00,venezia marco polo,london heathrow,venezia,londra,ita,gbr,italia,regno unito,4,157.0,nsis,,,regno unito,ita,4,italia,157.0
voli con allarmi,mxp,gru,2024,1,2024-01-28 18:00:00,malpensa,sao paulo/guarulhos-governador andre franco montoro international,milano,san paolo,ita,bra,italia,brasile,2,1.0,interpol,,,brasile,ita,2,italia,1.0
viaggiatori entrati nel sistema,nap,stn,2024,2,2024-02-28 17:35:00,napoli capodichino,stansted,napoli,londra,ita,gbr,italia,regno unito,6,142.0,tsc,,,regno unito,ita,6,italia,142.0
allarmi generati da sdi/nsis,mxp,tpe,2024,2,2024-02-03 23:05:00,malpensa,taiwan taoyuan international,milano,taipei,ita,twn,italia,,2,10.0,sdi,,,taiwan,ita,2,italia,10.0
"voli solo visualizzati, ma non investigati",fco,lhr,2024,1,2024-01-27 06:55:00,fiumicino,london heathrow,roma,londra,ita,gbr,italia,regno unito,5,1.0,manuale,,,regno unito,ita,5,italia,1.0
respinto/a,bgy,tia,2024,2,2024-02-20 14:55:00,orio al serio,rinas mother teresa,bergamo,tirana,ita,alb,italia,albania,2,1.0,interpol,,,albania,ita,2,italia,1.0
"voli solo visualizzati, ma non investigati",fco,iad,2024,2,2024-02-16 17:45:00,fiumicino,washington dulles international,roma,washington,ita,usa,italia,,5,1.0,tsc,,,stati uniti,ita,5,italia,1.0
viaggiatori entrati nel sistema,blq,ist,2024,1,,guglielmo marconi,havalimani,bologna,istanbul,ita,tur,italia,turchia,8,166.0,tsc,,,turchia,ita,8,italia,166.0
viaggiatori con allarmi,vrn,tia,2024,2,2024-02-03 13:20:00,verona villafranca,rinas mother teresa,verona,tirana,ita,alb,italia,albania,4,28.0,nsis,,,albania,ita,4,italia,28.0
voli con allarmi,nap,tun,2024,1,2024-01-15 14:00:00,napoli capodichino,carthage,napoli,tunis,ita,tun,italia,tunisia,6,1.0,sdi,,,tunisia,ita,6,italia,1.0
nulla a procedere sdi,fco,saw,2024,2,,fiumicino,sabiha gokcen,roma,istanbul,ita,tur,italia,turchia,5,7.0,interpol,,,turchia,ita,5,italia,7.0
viaggiatori con allarmi,trn,lgw,2024,2,2024-02-25 06:15:00,sandro pertini,london gatwick,torino,londra,ita,gbr,italia,,1,1.0,,,,regno unito,ita,1,italia,1.0
viaggiatori entrati nel sistema,mxp,tia,2024,1,2024-01-06 19:50:00,malpensa,?,milano,tirana,ita,alb,italia,albania,2,178.0,interpol,passeggero noto,medio,albania,ita,2,italia,178.0
allarmi chiusi,mxp,ist,2024,2,2024-02-07 20:30:00,malpensa,havalimani,milano,istanbul,ita,tr,italia,turchia,2,5.0,,,,turchia,ita,2,italia,5.0
"voli solo visualizzati, ma non investigati",fco,gig,2024,2,2024-02-02 15:45:00,fiumicino,galeao-antonio carlos jobim international,roma,rio de janeiro,ita,bra,italia,brasile,5,1.0,tsc,,,brasile,ita,5,italia,1.0
allarmi chiusi,nap,rak,2024,2,2024-02-26 05:45:00,napoli capodichino,menara,napoli,marrakech,ita,mar,italia,marocco,6,12.0,nsis,,,marocco,ita,6,italia,12.0
voli investigati (sdi/nsis - interpol - tsc),bgy,man,2024,1,2024-01-08 14:00:00,orio al serio,manchester,bergamo,manchester,ita,gbr,italia,regno unito,2,1.0,sdi,,,regno unito,ita,2,italia,1.0
allarmi chiusi,fco,lgw,2024,,2024-02-02 16:40:00,fiumicino,london gatwick,roma,londra,ita,gbr,italia,regno unito,5,2.0,manuale,,alto,regno unito,ita,5,italia,2.0
"voli solo visualizzati, ma non investigati",mxp,tun,2024,1,,malpensa,carthage,milano,tunis,ita,tun,italia,tunisia,2,1.0,tsc,,,tunisia,ita,2,italia,1.0
viaggiatori investigati,fco,lgw,2024,2,2024-02-11 21:20:00,fiumicino,london gatwick,roma,londra,ita,gbr,italia,regno unito,5,221.0,interpol,,,regno unito,ita,5,italia,221.0
allarmi generati da sdi/nsis,bgy,stn,2024,2,,orio al serio,stansted,bergamo,londra,ita,gbr,italia,regno unito,2,3.0,,,,regno unito,ita,2,italia,3.0
"voli solo visualizzati, ma non investigati",fco,cai,2024,2,2024-02-02 04:30:00,fiumicino,cairo international,roma,cairo,ita,egy,italia,egitto,5,1.0,nsis,,,egitto,ita,5,italia,1.0
viaggiatori investigati,bgy,dxb,2024,1,2024-01-07 18:00:00,orio al serio,dubai international,bergamo,dubai,ita,are,italia,emirati arabi uniti,2,164.0,nsis,,,emirati arabi uniti,ita,2,italia,164.0
voli disponibili in ingresso al sistema,blq,ist,2024,1,2024-01-30 17:35:00,guglielmo marconi,havalimani,bologna,istanbul,ita,tur,italia,turchia,8,1.0,sdi,,,turchia,ita,8,italia,1.0
viaggiatori entrati nel sistema,mxp,pek,2024,1,2024-01-25 01:35:00,malpensa,beijing capital international,milano,pechino,ita,chn,italia,cina,2,302.0,sdi,,,cina,ita,2,italia,302.0
voli disponibili in ingresso al sistema,mxp,tia,2023,2,2024-02-17 06:20:00,malpensa,rinas mother teresa,milano,tirana,ita,alb,italia,albania,2,1.0,manuale,,,albania,ita,2,italia,1.0
allarmi generati da sdi/nsis,fco,beg,2024,2,2024-02-28 06:10:00,fiumicino,nikola tesla,roma,belgrado,ita,srb,italia,serbia,5,10.0,manuale,,,serbia,ita,5,italia,10.0
viaggiatori investigati,mxp,lgw,2024,2,2024-02-26 20:50:00,malpensa,london gatwick,milano,londra,ita,,italia,regno unito,2,185.0,sdi,,,regno unito,ita,2,italia,185.0
nulla a procedere sdi,bgy,tia,2024,1,2024-01-24 12:25:00,orio al serio,rinas mother teresa,bergamo,tirana,ita,alb,italia,albania,2,6.0,interpol,,,albania,ita,2,italia,6.0
voli investigati (sdi/nsis - interpol - tsc),mxp,lhr,2024,2,,malpensa,london heathrow,milano,londra,ita,gbr,italia,regno unito,2,1.0,,,,regno unito,ita,2,italia,1.0
viaggiatori investigati,blq,rak,2024,1,,guglielmo marconi,menara,bologna,marrakech,ita,mar,italia,marocco,8,146.0,sdi,,,marocco,ita,8,italia,146.0
allarmi generati da sdi/nsis,tsf,tia,2024,1,2024-01-27 06:50:00,treviso-sant'angelo,rinas mother teresa,treviso,tirana,ita,alb,italia,albania,4,16.0,nsis,,,albania,ita,4,italia,16.0
viaggiatori investigati,mxp,ist,2024,1,,malpensa,havalimani,milano,,ita,tur,italia,turchia,2,168.0,nsis,,,turchia,ita,2,italia,168.0
viaggiatori investigati,mxp,ssh,2024,1,2024-01-09 14:05:00,malpensa,sharm el-sheikh international,milano,sharm el sheikh,ita,egy,italia,egitto,2,226.0,tsc,,,egitto,ita,2,italia,226.0
voli investigati (sdi/nsis - interpol - tsc),cta,ist,2024,,,fontanarossa,havalimani,catania,istanbul,ita,tur,italia,turchia,7,1.0,tsc,,,turchia,ita,7,italia,1.0
voli investigati (sdi/nsis - interpol - tsc),vce,ist,2023,2,2024-02-23 18:00:00,venezia marco polo,havalimani,venezia,istanbul,ita,tur,italia,turchia,4,1.0,manuale,,,turchia,ita,4,italia,1.0
"voli solo visualizzati, ma non investigati",bgy,tia,2024,2,2024-02-19 06:10:00,orio al serio,rinas mother teresa,bergamo,tirana,ita,al,italia,albania,2,1.0,tsc,,,albania,ita,2,italia,1.0
voli con allarmi,lin,lhr,2024,1,2024-01-19 07:35:00,linate,london heathrow,milano,londra,ita,gbr,italia,regno unito,2,1.0,nsis,,,regno unito,ita,2,italia,1.0
viaggiatori investigati,bgy,stn,2024,,2024-02-11 15:15:00,orio al serio,stansted,bergamo,londra,ita,gbr,italia,regno unito,2,185.0,tsc,,,regno unito,ita,2,italia,185.0
nulla a procedere sdi,cia,stn,2024,1,2024-01-27 13:15:00,ciampino,stansted,roma,londra,ita,gbr,italia,regno unito,5,3.0,sdi,,,regno unito,ita,5,italia,3.0
viaggiatori investigati,cta,auh,2024,1,2024-01-04 20:35:00,fontanarossa,abu dhabi international,catania,abu dhabi,ita,are,italia,emirati arabi uniti,7,175.0,,,,emirati arabi uniti,ita,7,italia,175.0
viaggiatori investigati,fco,bhx,2024,2,2024-02-08 07:15:00,fiumicino,birmingham international,roma,birmingham,ita,gbr,italia,regno unito,5,184.0,nsis,,,regno unito,ita,5,italia,184.0
viaggiatori con allarmi,cia,tia,2024,1,2024-01-28 18:55:00,ciampino,rinas mother teresa,roma,tirana,ita,alb,italia,albania,5,18.0,manuale,,,albania,ita,5,italia,18.0
